Severity,WCAG Rule,Category,WCAG Criterion,Element,Message,Snippet
critical,1.4.3,Color Contrast,Contrast (Minimum),"div > div > div > span","Contrast ratio 1.14:1 (need 4.5:1) — rgb(173,80,0) on rgb(0,113,227)","★"
critical,1.4.3,Color Contrast,Contrast (Minimum),"div > div > div > span","Contrast ratio 1.01:1 (need 4.5:1) — rgb(155,89,182) on rgb(0,113,227)","✨"
critical,1.4.3,Color Contrast,Contrast (Minimum),"div > div > div > span","Contrast ratio 1.14:1 (need 4.5:1) — rgb(173,80,0) on rgb(0,113,227)","Expert"
critical,1.4.3,Color Contrast,Contrast (Minimum),"div > div > div > span","Contrast ratio 1.00:1 (need 4.5:1) — rgb(0,113,227) on rgb(0,113,227)","Uncommon"
critical,1.4.3,Color Contrast,Contrast (Minimum),"div > div > div > span","Contrast ratio 1.00:1 (need 4.5:1) — rgb(155,89,182) on rgb(155,89,182)","Inferred"
critical,1.4.3,Color Contrast,Contrast (Minimum),"div > div > div > div","Contrast ratio 1.02:1 (need 4.5:1) — rgb(117,117,120) on rgb(0,113,227)","Touring/Studio Musician"
warning,2.1.1,Keyboard,Keyboard,"div.cards-grid > div > div > div","Clickable div missing role/tabindex for keyboard access",""
warning,1.4.3,Color Contrast,Contrast (Minimum),"div > div > div > span","Contrast ratio 3.58:1 (need 4.5:1) — rgb(29,29,31) on rgb(0,113,227)","Personnel and Human Resources"
critical,1.4.3,Color Contrast,Contrast (Minimum),"div > div > div > span","Contrast ratio 1.14:1 (need 4.5:1) — rgb(173,80,0) on rgb(0,113,227)","★"
critical,1.4.3,Color Contrast,Contrast (Minimum),"div > div > div > span","Contrast ratio 1.11:1 (need 4.5:1) — rgb(178,80,0) on rgb(0,113,227)","⚠"
critical,1.4.3,Color Contrast,Contrast (Minimum),"div > div > div > span","Contrast ratio 1.14:1 (need 4.5:1) — rgb(173,80,0) on rgb(0,113,227)","Expert"
critical,1.4.3,Color Contrast,Contrast (Minimum),"div > div > div > span","Contrast ratio 1.00:1 (need 4.5:1) — rgb(0,113,227) on rgb(0,113,227)","Uncommon"
critical,1.4.3,Color Contrast,Contrast (Minimum),"div > div > div > div","Contrast ratio 1.02:1 (need 4.5:1) — rgb(117,117,120) on rgb(0,113,227)","VP, Global Strategy, GM CAB & Futurist · Vice President, Glo"
warning,2.1.1,Keyboard,Keyboard,"div.cards-grid > div > div > div","Clickable div missing role/tabindex for keyboard access",""
warning,1.4.3,Color Contrast,Contrast (Minimum),"div > div > div > span","Contrast ratio 3.58:1 (need 4.5:1) — rgb(29,29,31) on rgb(0,113,227)","Pilot"
critical,1.4.3,Color Contrast,Contrast (Minimum),"div > div > div > span","Contrast ratio 1.14:1 (need 4.5:1) — rgb(173,80,0) on rgb(0,113,227)","★"
critical,1.4.3,Color Contrast,Contrast (Minimum),"div > div > div > span","Contrast ratio 1.01:1 (need 4.5:1) — rgb(155,89,182) on rgb(0,113,227)","✨"
critical,1.4.3,Color Contrast,Contrast (Minimum),"div > div > div > span","Contrast ratio 1.14:1 (need 4.5:1) — rgb(173,80,0) on rgb(0,113,227)","Expert"
critical,1.4.3,Color Contrast,Contrast (Minimum),"div > div > div > span","Contrast ratio 1.00:1 (need 4.5:1) — rgb(0,113,227) on rgb(0,113,227)","Uncommon"
critical,1.4.3,Color Contrast,Contrast (Minimum),"div > div > div > span","Contrast ratio 1.00:1 (need 4.5:1) — rgb(155,89,182) on rgb(155,89,182)","Inferred"
critical,1.4.3,Color Contrast,Contrast (Minimum),"div > div > div > div","Contrast ratio 1.02:1 (need 4.5:1) — rgb(117,117,120) on rgb(0,113,227)","Co-Founder/Chief Pilot"
warning,2.1.1,Keyboard,Keyboard,"div.cards-grid > div > div > div","Clickable div missing role/tabindex for keyboard access",""
warning,1.4.3,Color Contrast,Contrast (Minimum),"div > div > div > span","Contrast ratio 3.58:1 (need 4.5:1) — rgb(29,29,31) on rgb(0,113,227)","Piloting"
critical,1.4.3,Color Contrast,Contrast (Minimum),"div > div > div > span","Contrast ratio 1.14:1 (need 4.5:1) — rgb(173,80,0) on rgb(0,113,227)","★"
critical,1.4.3,Color Contrast,Contrast (Minimum),"div > div > div > span","Contrast ratio 1.11:1 (need 4.5:1) — rgb(178,80,0) on rgb(0,113,227)","⚠"
critical,1.4.3,Color Contrast,Contrast (Minimum),"div > div > div > span","Contrast ratio 1.14:1 (need 4.5:1) — rgb(173,80,0) on rgb(0,113,227)","Expert"
critical,1.4.3,Color Contrast,Contrast (Minimum),"div > div > div > span","Contrast ratio 1.00:1 (need 4.5:1) — rgb(0,113,227) on rgb(0,113,227)","Uncommon"
critical,1.4.3,Color Contrast,Contrast (Minimum),"div > div > div > div","Contrast ratio 1.02:1 (need 4.5:1) — rgb(117,117,120) on rgb(0,113,227)","Co-Founder/Chief Pilot"
warning,2.1.1,Keyboard,Keyboard,"div.cards-grid > div > div > div","Clickable div missing role/tabindex for keyboard access",""
warning,1.4.3,Color Contrast,Contrast (Minimum),"div > div > div > span","Contrast ratio 3.58:1 (need 4.5:1) — rgb(29,29,31) on rgb(0,113,227)","Private Equity"
critical,1.4.3,Color Contrast,Contrast (Minimum),"div > div > div > span","Contrast ratio 1.14:1 (need 4.5:1) — rgb(173,80,0) on rgb(0,113,227)","★"
critical,1.4.3,Color Contrast,Contrast (Minimum),"div > div > div > span","Contrast ratio 1.01:1 (need 4.5:1) — rgb(155,89,182) on rgb(0,113,227)","✨"
critical,1.4.3,Color Contrast,Contrast (Minimum),"div > div > div > span","Contrast ratio 1.11:1 (need 4.5:1) — rgb(178,80,0) on rgb(0,113,227)","⚠"
critical,1.4.3,Color Contrast,Contrast (Minimum),"div > div > div > span","Contrast ratio 1.14:1 (need 4.5:1) — rgb(173,80,0) on rgb(0,113,227)","Expert"
critical,1.4.3,Color Contrast,Contrast (Minimum),"div > div > div > span","Contrast ratio 1.00:1 (need 4.5:1) — rgb(0,113,227) on rgb(0,113,227)","Uncommon"
critical,1.4.3,Color Contrast,Contrast (Minimum),"div > div > div > span","Contrast ratio 1.00:1 (need 4.5:1) — rgb(155,89,182) on rgb(155,89,182)","Inferred"
critical,1.4.3,Color Contrast,Contrast (Minimum),"div > div > div > div","Contrast ratio 1.02:1 (need 4.5:1) — rgb(117,117,120) on rgb(0,113,227)","VP, Global Strategy, GM CAB & Futurist · Co-Founder/Chief Pi"
warning,2.1.1,Keyboard,Keyboard,"div.cards-grid > div > div > div","Clickable div missing role/tabindex for keyboard access",""
warning,1.4.3,Color Contrast,Contrast (Minimum),"div > div > div > span","Contrast ratio 3.58:1 (need 4.5:1) — rgb(29,29,31) on rgb(0,113,227)","Prompt Engineering"
critical,1.4.3,Color Contrast,Contrast (Minimum),"div > div > div > span","Contrast ratio 1.14:1 (need 4.5:1) — rgb(173,80,0) on rgb(0,113,227)","★"
critical,1.4.3,Color Contrast,Contrast (Minimum),"div > div > div > span","Contrast ratio 1.11:1 (need 4.5:1) — rgb(178,80,0) on rgb(0,113,227)","⚠"
critical,1.4.3,Color Contrast,Contrast (Minimum),"div > div > div > span","Contrast ratio 1.14:1 (need 4.5:1) — rgb(173,80,0) on rgb(0,113,227)","Expert"
critical,1.4.3,Color Contrast,Contrast (Minimum),"div > div > div > span","Contrast ratio 1.00:1 (need 4.5:1) — rgb(0,113,227) on rgb(0,113,227)","Uncommon"
critical,1.4.3,Color Contrast,Contrast (Minimum),"div > div > div > div","Contrast ratio 1.02:1 (need 4.5:1) — rgb(117,117,120) on rgb(0,113,227)","VP, Global Strategy, GM CAB & Futurist · Vice President of C"
warning,2.1.1,Keyboard,Keyboard,"div.cards-grid > div > div > div","Clickable div missing role/tabindex for keyboard access",""
warning,1.4.3,Color Contrast,Contrast (Minimum),"div > div > div > span","Contrast ratio 3.58:1 (need 4.5:1) — rgb(29,29,31) on rgb(0,113,227)","Software Development Life Cycle (SDLC)"
critical,1.4.3,Color Contrast,Contrast (Minimum),"div > div > div > span","Contrast ratio 1.14:1 (need 4.5:1) — rgb(173,80,0) on rgb(0,113,227)","★"
critical,1.4.3,Color Contrast,Contrast (Minimum),"div > div > div > span","Contrast ratio 1.11:1 (need 4.5:1) — rgb(178,80,0) on rgb(0,113,227)","⚠"
critical,1.4.3,Color Contrast,Contrast (Minimum),"div > div > div > span","Contrast ratio 1.14:1 (need 4.5:1) — rgb(173,80,0) on rgb(0,113,227)","Expert"
critical,1.4.3,Color Contrast,Contrast (Minimum),"div > div > div > span","Contrast ratio 1.00:1 (need 4.5:1) — rgb(0,113,227) on rgb(0,113,227)","Uncommon"
critical,1.4.3,Color Contrast,Contrast (Minimum),"div > div > div > div","Contrast ratio 1.02:1 (need 4.5:1) — rgb(117,117,120) on rgb(0,113,227)","VP, Global Strategy, GM CAB & Futurist · Vice President, Glo"
warning,2.1.1,Keyboard,Keyboard,"div.cards-grid > div > div > div","Clickable div missing role/tabindex for keyboard access",""
warning,1.4.3,Color Contrast,Contrast (Minimum),"div > div > div > span","Contrast ratio 3.58:1 (need 4.5:1) — rgb(29,29,31) on rgb(0,113,227)","Strategy"
critical,1.4.3,Color Contrast,Contrast (Minimum),"div > div > div > span","Contrast ratio 1.14:1 (need 4.5:1) — rgb(173,80,0) on rgb(0,113,227)","★"
critical,1.4.3,Color Contrast,Contrast (Minimum),"div > div > div > span","Contrast ratio 1.11:1 (need 4.5:1) — rgb(178,80,0) on rgb(0,113,227)","⚠"
critical,1.4.3,Color Contrast,Contrast (Minimum),"div > div > div > span","Contrast ratio 1.14:1 (need 4.5:1) — rgb(173,80,0) on rgb(0,113,227)","Expert"
critical,1.4.3,Color Contrast,Contrast (Minimum),"div > div > div > span","Contrast ratio 1.00:1 (need 4.5:1) — rgb(0,113,227) on rgb(0,113,227)","Uncommon"
critical,1.4.3,Color Contrast,Contrast (Minimum),"div > div > div > div","Contrast ratio 1.02:1 (need 4.5:1) — rgb(117,117,120) on rgb(0,113,227)","VP, Global Strategy, GM CAB & Futurist · Co-Founder/Chief Pi"
warning,2.1.1,Keyboard,Keyboard,"div.cards-grid > div > div > div","Clickable div missing role/tabindex for keyboard access",""
warning,1.4.3,Color Contrast,Contrast (Minimum),"div > div > div > span","Contrast ratio 3.58:1 (need 4.5:1) — rgb(29,29,31) on rgb(0,113,227)","Board Relations"
critical,1.4.3,Color Contrast,Contrast (Minimum),"div > div > div > span","Contrast ratio 1.14:1 (need 4.5:1) — rgb(173,80,0) on rgb(0,113,227)","★"
critical,1.4.3,Color Contrast,Contrast (Minimum),"div > div > div > span","Contrast ratio 1.11:1 (need 4.5:1) — rgb(178,80,0) on rgb(0,113,227)","⚠"
critical,1.4.3,Color Contrast,Contrast (Minimum),"div > div > div > span","Contrast ratio 1.01:1 (need 4.5:1) — rgb(155,89,182) on rgb(0,113,227)","Advanced"
critical,1.4.3,Color Contrast,Contrast (Minimum),"div > div > div > span","Contrast ratio 1.14:1 (need 4.5:1) — rgb(173,80,0) on rgb(0,113,227)","⭐"
critical,1.4.3,Color Contrast,Contrast (Minimum),"div > div > div > span","Contrast ratio 1.00:1 (need 4.5:1) — rgb(0,113,227) on rgb(0,113,227)","Uncommon"
critical,1.4.3,Color Contrast,Contrast (Minimum),"div > div > div > div","Contrast ratio 1.02:1 (need 4.5:1) — rgb(117,117,120) on rgb(0,113,227)","VP, Global Strategy, GM CAB & Futurist"
warning,2.1.1,Keyboard,Keyboard,"div.cards-grid > div > div > div","Clickable div missing role/tabindex for keyboard access",""
warning,1.4.3,Color Contrast,Contrast (Minimum),"div > div > div > span","Contrast ratio 3.58:1 (need 4.5:1) — rgb(29,29,31) on rgb(0,113,227)","Change Management"
critical,1.4.3,Color Contrast,Contrast (Minimum),"div > div > div > span","Contrast ratio 1.14:1 (need 4.5:1) — rgb(173,80,0) on rgb(0,113,227)","★"
critical,1.4.3,Color Contrast,Contrast (Minimum),"div > div > div > span","Contrast ratio 1.11:1 (need 4.5:1) — rgb(178,80,0) on rgb(0,113,227)","⚠"
critical,1.4.3,Color Contrast,Contrast (Minimum),"div > div > div > span","Contrast ratio 1.01:1 (need 4.5:1) — rgb(155,89,182) on rgb(0,113,227)","Advanced"
critical,1.4.3,Color Contrast,Contrast (Minimum),"div > div > div > span","Contrast ratio 1.14:1 (need 4.5:1) — rgb(173,80,0) on rgb(0,113,227)","⭐"
critical,1.4.3,Color Contrast,Contrast (Minimum),"div > div > div > span","Contrast ratio 1.00:1 (need 4.5:1) — rgb(0,113,227) on rgb(0,113,227)","Uncommon"
critical,1.4.3,Color Contrast,Contrast (Minimum),"div > div > div > div","Contrast ratio 1.02:1 (need 4.5:1) — rgb(117,117,120) on rgb(0,113,227)","VP, Global Strategy, GM CAB & Futurist"
critical,1.4.3,Color Contrast,Contrast (Minimum),"div > div > div > div","Contrast ratio 1.25:1 (need 4.5:1) — rgb(29,29,31) on rgb(0,0,0)","Common"
critical,1.4.3,Color Contrast,Contrast (Minimum),"div > div > div > span","Contrast ratio 1.25:1 (need 4.5:1) — rgb(29,29,31) on rgb(0,0,0)","(8)"
warning,1.4.3,Color Contrast,Contrast (Minimum),"div > div > div > div","Contrast ratio 4.14:1 (need 4.5:1) — rgb(110,110,115) on rgb(0,0,0)","Foundational capabilities"
warning,2.1.1,Keyboard,Keyboard,"div.cards-grid > div > div > div","Clickable div missing role/tabindex for keyboard access",""
critical,1.4.3,Color Contrast,Contrast (Minimum),"div > div > div > span","Contrast ratio 1.25:1 (need 4.5:1) — rgb(29,29,31) on rgb(0,0,0)","Charity"
warning,1.4.3,Color Contrast,Contrast (Minimum),"div > div > div > span","Contrast ratio 3.92:1 (need 4.5:1) — rgb(173,80,0) on rgb(0,0,0)","★"
warning,1.4.3,Color Contrast,Contrast (Minimum),"div > div > div > span","Contrast ratio 4.04:1 (need 4.5:1) — rgb(178,80,0) on rgb(0,0,0)","⚠"
warning,1.4.3,Color Contrast,Contrast (Minimum),"div > div > div > span","Contrast ratio 4.50:1 (need 4.5:1) — rgb(155,89,182) on rgb(0,0,0)","Advanced"
critical,1.4.3,Color Contrast,Contrast (Minimum),"div > div > div > span","Contrast ratio 1.18:1 (need 4.5:1) — rgb(110,110,115) on rgb(99,99,102)","Common"
warning,2.1.1,Keyboard,Keyboard,"div.cards-grid > div > div > div","Clickable div missing role/tabindex for keyboard access",""
critical,1.4.3,Color Contrast,Contrast (Minimum),"div > div > div > span","Contrast ratio 1.25:1 (need 4.5:1) — rgb(29,29,31) on rgb(0,0,0)","Charity Work"
warning,1.4.3,Color Contrast,Contrast (Minimum),"div > div > div > span","Contrast ratio 3.92:1 (need 4.5:1) — rgb(173,80,0) on rgb(0,0,0)","★"
warning,1.4.3,Color Contrast,Contrast (Minimum),"div > div > div > span","Contrast ratio 4.04:1 (need 4.5:1) — rgb(178,80,0) on rgb(0,0,0)","⚠"
warning,1.4.3,Color Contrast,Contrast (Minimum),"div > div > div > span","Contrast ratio 4.50:1 (need 4.5:1) — rgb(155,89,182) on rgb(0,0,0)","Advanced"
critical,1.4.3,Color Contrast,Contrast (Minimum),"div > div > div > span","Contrast ratio 1.18:1 (need 4.5:1) — rgb(110,110,115) on rgb(99,99,102)","Common"
warning,2.1.1,Keyboard,Keyboard,"div.cards-grid > div > div > div","Clickable div missing role/tabindex for keyboard access",""
critical,1.4.3,Color Contrast,Contrast (Minimum),"div > div > div > span","Contrast ratio 1.25:1 (need 4.5:1) — rgb(29,29,31) on rgb(0,0,0)","Cloud Architecture"
warning,1.4.3,Color Contrast,Contrast (Minimum),"div > div > div > span","Contrast ratio 3.92:1 (need 4.5:1) — rgb(173,80,0) on rgb(0,0,0)","★"
warning,1.4.3,Color Contrast,Contrast (Minimum),"div > div > div > span","Contrast ratio 4.50:1 (need 4.5:1) — rgb(155,89,182) on rgb(0,0,0)","✨"
warning,1.4.3,Color Contrast,Contrast (Minimum),"div > div > div > span","Contrast ratio 4.50:1 (need 4.5:1) — rgb(155,89,182) on rgb(0,0,0)","Advanced"
critical,1.4.3,Color Contrast,Contrast (Minimum),"div > div > div > span","Contrast ratio 1.18:1 (need 4.5:1) — rgb(110,110,115) on rgb(99,99,102)","Common"
critical,1.4.3,Color Contrast,Contrast (Minimum),"div > div > div > span","Contrast ratio 1.00:1 (need 4.5:1) — rgb(155,89,182) on rgb(155,89,182)","Inferred"
warning,2.1.1,Keyboard,Keyboard,"div.cards-grid > div > div > div","Clickable div missing role/tabindex for keyboard access",""
critical,1.4.3,Color Contrast,Contrast (Minimum),"div > div > div > span","Contrast ratio 1.25:1 (need 4.5:1) — rgb(29,29,31) on rgb(0,0,0)","Competitive Analysis"
warning,1.4.3,Color Contrast,Contrast (Minimum),"div > div > div > span","Contrast ratio 3.92:1 (need 4.5:1) — rgb(173,80,0) on rgb(0,0,0)","★"
warning,1.4.3,Color Contrast,Contrast (Minimum),"div > div > div > span","Contrast ratio 4.50:1 (need 4.5:1) — rgb(155,89,182) on rgb(0,0,0)","Advanced"
critical,1.4.3,Color Contrast,Contrast (Minimum),"div > div > div > span","Contrast ratio 1.18:1 (need 4.5:1) — rgb(110,110,115) on rgb(99,99,102)","Common"
warning,2.1.1,Keyboard,Keyboard,"div.cards-grid > div > div > div","Clickable div missing role/tabindex for keyboard access",""
critical,1.4.3,Color Contrast,Contrast (Minimum),"div > div > div > span","Contrast ratio 1.25:1 (need 4.5:1) — rgb(29,29,31) on rgb(0,0,0)","Mental Health Advocacy"
warning,1.4.3,Color Contrast,Contrast (Minimum),"div > div > div > span","Contrast ratio 3.92:1 (need 4.5:1) — rgb(173,80,0) on rgb(0,0,0)","★"
warning,1.4.3,Color Contrast,Contrast (Minimum),"div > div > div > span","Contrast ratio 4.50:1 (need 4.5:1) — rgb(155,89,182) on rgb(0,0,0)","✨"
warning,1.4.3,Color Contrast,Contrast (Minimum),"div > div > div > span","Contrast ratio 4.04:1 (need 4.5:1) — rgb(178,80,0) on rgb(0,0,0)","⚠"
warning,1.4.3,Color Contrast,Contrast (Minimum),"div > div > div > span","Contrast ratio 4.50:1 (need 4.5:1) — rgb(155,89,182) on rgb(0,0,0)","Advanced"
critical,1.4.3,Color Contrast,Contrast (Minimum),"div > div > div > span","Contrast ratio 1.18:1 (need 4.5:1) — rgb(110,110,115) on rgb(99,99,102)","Common"
critical,1.4.3,Color Contrast,Contrast (Minimum),"div > div > div > span","Contrast ratio 1.00:1 (need 4.5:1) — rgb(155,89,182) on rgb(155,89,182)","Inferred"
warning,2.1.1,Keyboard,Keyboard,"div.cards-grid > div > div > div","Clickable div missing role/tabindex for keyboard access",""
critical,1.4.3,Color Contrast,Contrast (Minimum),"div > div > div > span","Contrast ratio 1.25:1 (need 4.5:1) — rgb(29,29,31) on rgb(0,0,0)","Cybersecurity"
warning,1.4.3,Color Contrast,Contrast (Minimum),"div > div > div > span","Contrast ratio 3.92:1 (need 4.5:1) — rgb(173,80,0) on rgb(0,0,0)","★"
warning,1.4.3,Color Contrast,Contrast (Minimum),"div > div > div > span","Contrast ratio 4.50:1 (need 4.5:1) — rgb(155,89,182) on rgb(0,0,0)","✨"
warning,1.4.3,Color Contrast,Contrast (Minimum),"div > div > div > span","Contrast ratio 4.47:1 (need 4.5:1) — rgb(0,113,227) on rgb(0,0,0)","Proficient"
critical,1.4.3,Color Contrast,Contrast (Minimum),"div > div > div > span","Contrast ratio 1.18:1 (need 4.5:1) — rgb(110,110,115) on rgb(99,99,102)","Common"
critical,1.4.3,Color Contrast,Contrast (Minimum),"div > div > div > span","Contrast ratio 1.00:1 (need 4.5:1) — rgb(155,89,182) on rgb(155,89,182)","Inferred"
warning,2.1.1,Keyboard,Keyboard,"div.cards-grid > div > div > div","Clickable div missing role/tabindex for keyboard access",""
critical,1.4.3,Color Contrast,Contrast (Minimum),"div > div > div > span","Contrast ratio 1.25:1 (need 4.5:1) — rgb(29,29,31) on rgb(0,0,0)","Data Engineering"
warning,1.4.3,Color Contrast,Contrast (Minimum),"div > div > div > span","Contrast ratio 3.92:1 (need 4.5:1) — rgb(173,80,0) on rgb(0,0,0)","★"
warning,1.4.3,Color Contrast,Contrast (Minimum),"div > div > div > span","Contrast ratio 4.14:1 (need 4.5:1) — rgb(110,110,115) on rgb(0,0,0)","Novice"
critical,1.4.3,Color Contrast,Contrast (Minimum),"div > div > div > span","Contrast ratio 1.18:1 (need 4.5:1) — rgb(110,110,115) on rgb(99,99,102)","Common"
warning,2.1.1,Keyboard,Keyboard,"div.cards-grid > div > div > div","Clickable div missing role/tabindex for keyboard access",""
critical,1.4.3,Color Contrast,Contrast (Minimum),"div > div > div > span","Contrast ratio 1.25:1 (need 4.5:1) — rgb(29,29,31) on rgb(0,0,0)","DevOps"
warning,1.4.3,Color Contrast,Contrast (Minimum),"div > div > div > span","Contrast ratio 3.92:1 (need 4.5:1) — rgb(173,80,0) on rgb(0,0,0)","★"
warning,1.4.3,Color Contrast,Contrast (Minimum),"div > div > div > span","Contrast ratio 4.14:1 (need 4.5:1) — rgb(110,110,115) on rgb(0,0,0)","Novice"
critical,1.4.3,Color Contrast,Contrast (Minimum),"div > div > div > span","Contrast ratio 1.18:1 (need 4.5:1) — rgb(110,110,115) on rgb(99,99,102)","Common"
critical,1.4.3,Color Contrast,Contrast (Minimum),"div#cardView > div > div > h3","Contrast ratio 1.00:1 (need 4.5:1) — rgb(0,113,227) on rgb(0,113,227)","Suggested Skills for Your Roles"
critical,1.4.3,Color Contrast,Contrast (Minimum),"div#cardView > div > div > span","Contrast ratio 1.08:1 (need 4.5:1) — rgb(110,110,115) on rgb(0,113,227)","Based on industry standards"
critical,1.4.3,Color Contrast,Contrast (Minimum),"div#cardView > div > div > span","Contrast ratio 1.08:1 (need 4.5:1) — rgb(110,110,115) on rgb(0,113,227)","Market Analysis"
warning,2.1.1,Keyboard,Keyboard,"div#cardView > div > div > span","Clickable span missing role/tabindex for keyboard access",""
critical,1.4.3,Color Contrast,Contrast (Minimum),"div > div > span > span","Contrast ratio 1.08:1 (need 4.5:1) — rgb(110,110,115) on rgb(0,113,227)","+"
critical,1.4.3,Color Contrast,Contrast (Minimum),"div > div > span > span","Contrast ratio 1.08:1 (need 4.5:1) — rgb(110,110,115) on rgb(0,113,227)","VP, Global Strategy, GM CAB & Futurist"
critical,1.4.3,Color Contrast,Contrast (Minimum),"div#cardView > div > div > span","Contrast ratio 1.08:1 (need 4.5:1) — rgb(110,110,115) on rgb(0,113,227)","Financial Analysis"
warning,2.1.1,Keyboard,Keyboard,"div#cardView > div > div > span","Clickable span missing role/tabindex for keyboard access",""
critical,1.4.3,Color Contrast,Contrast (Minimum),"div > div > span > span","Contrast ratio 1.08:1 (need 4.5:1) — rgb(110,110,115) on rgb(0,113,227)","+"
critical,1.4.3,Color Contrast,Contrast (Minimum),"div > div > span > span","Contrast ratio 1.08:1 (need 4.5:1) — rgb(110,110,115) on rgb(0,113,227)","VP, Global Strategy, GM CAB & Futurist"
critical,1.4.3,Color Contrast,Contrast (Minimum),"div#cardView > div > div > span","Contrast ratio 1.08:1 (need 4.5:1) — rgb(110,110,115) on rgb(0,113,227)","Stakeholder Management"
warning,2.1.1,Keyboard,Keyboard,"div#cardView > div > div > span","Clickable span missing role/tabindex for keyboard access",""
critical,1.4.3,Color Contrast,Contrast (Minimum),"div > div > span > span","Contrast ratio 1.08:1 (need 4.5:1) — rgb(110,110,115) on rgb(0,113,227)","+"
critical,1.4.3,Color Contrast,Contrast (Minimum),"div > div > span > span","Contrast ratio 1.08:1 (need 4.5:1) — rgb(110,110,115) on rgb(0,113,227)","VP, Global Strategy, GM CAB & Futurist"
critical,1.4.3,Color Contrast,Contrast (Minimum),"div#cardView > div > div > span","Contrast ratio 1.08:1 (need 4.5:1) — rgb(110,110,115) on rgb(0,113,227)","Data Analysis"
warning,2.1.1,Keyboard,Keyboard,"div#cardView > div > div > span","Clickable span missing role/tabindex for keyboard access",""
critical,1.4.3,Color Contrast,Contrast (Minimum),"div > div > span > span","Contrast ratio 1.08:1 (need 4.5:1) — rgb(110,110,115) on rgb(0,113,227)","+"
critical,1.4.3,Color Contrast,Contrast (Minimum),"div > div > span > span","Contrast ratio 1.08:1 (need 4.5:1) — rgb(110,110,115) on rgb(0,113,227)","VP, Global Strategy, GM CAB & Futurist"
critical,1.4.3,Color Contrast,Contrast (Minimum),"div#cardView > div > div > span","Contrast ratio 1.08:1 (need 4.5:1) — rgb(110,110,115) on rgb(0,113,227)","Executive Presence"
warning,2.1.1,Keyboard,Keyboard,"div#cardView > div > div > span","Clickable span missing role/tabindex for keyboard access",""
critical,1.4.3,Color Contrast,Contrast (Minimum),"div > div > span > span","Contrast ratio 1.08:1 (need 4.5:1) — rgb(110,110,115) on rgb(0,113,227)","+"
critical,1.4.3,Color Contrast,Contrast (Minimum),"div > div > span > span","Contrast ratio 1.08:1 (need 4.5:1) — rgb(110,110,115) on rgb(0,113,227)","Co-Founder/Chief Pilot"
critical,1.4.3,Color Contrast,Contrast (Minimum),"div#cardView > div > div > span","Contrast ratio 1.08:1 (need 4.5:1) — rgb(110,110,115) on rgb(0,113,227)","P&L Management"
warning,2.1.1,Keyboard,Keyboard,"div#cardView > div > div > span","Clickable span missing role/tabindex for keyboard access",""
critical,1.4.3,Color Contrast,Contrast (Minimum),"div > div > span > span","Contrast ratio 1.08:1 (need 4.5:1) — rgb(110,110,115) on rgb(0,113,227)","+"
critical,1.4.3,Color Contrast,Contrast (Minimum),"div > div > span > span","Contrast ratio 1.08:1 (need 4.5:1) — rgb(110,110,115) on rgb(0,113,227)","Co-Founder/Chief Pilot"
critical,1.4.3,Color Contrast,Contrast (Minimum),"div#cardView > div > div > span","Contrast ratio 1.08:1 (need 4.5:1) — rgb(110,110,115) on rgb(0,113,227)","Cross-Functional Collaboration"
warning,2.1.1,Keyboard,Keyboard,"div#cardView > div > div > span","Clickable span missing role/tabindex for keyboard access",""
critical,1.4.3,Color Contrast,Contrast (Minimum),"div > div > span > span","Contrast ratio 1.08:1 (need 4.5:1) — rgb(110,110,115) on rgb(0,113,227)","+"
critical,1.4.3,Color Contrast,Contrast (Minimum),"div > div > span > span","Contrast ratio 1.08:1 (need 4.5:1) — rgb(110,110,115) on rgb(0,113,227)","Co-Founder/Chief Pilot"
critical,1.4.3,Color Contrast,Contrast (Minimum),"div#cardView > div > div > span","Contrast ratio 1.08:1 (need 4.5:1) — rgb(110,110,115) on rgb(0,113,227)","Talent Development"
warning,2.1.1,Keyboard,Keyboard,"div#cardView > div > div > span","Clickable span missing role/tabindex for keyboard access",""
critical,1.4.3,Color Contrast,Contrast (Minimum),"div > div > span > span","Contrast ratio 1.08:1 (need 4.5:1) — rgb(110,110,115) on rgb(0,113,227)","+"
critical,1.4.3,Color Contrast,Contrast (Minimum),"div > div > span > span","Contrast ratio 1.08:1 (need 4.5:1) — rgb(110,110,115) on rgb(0,113,227)","Co-Founder/Chief Pilot"
critical,1.3.1,Forms,Info and Relationships,"input#wlName","INPUT element missing label",""
critical,1.3.1,Forms,Info and Relationships,"input#wlEmail","INPUT element missing label",""
critical,1.3.1,Forms,Info and Relationships,"select#wlType","SELECT element missing label",""
critical,1.4.3,Color Contrast,Contrast (Minimum),"div#exportModal > div.modal-content > div.modal-body > p","Contrast ratio 2.54:1 (need 4.5:1) — rgb(156,163,175) on rgb(255,255,255)","All export options are available in the Blueprint tab."
critical,1.3.1,Forms,Info and Relationships,"input#onetSearchInput","INPUT element missing label",""
critical,1.3.1,Forms,Info and Relationships,"input#customSkillName","INPUT element missing label",""
critical,1.3.1,Forms,Info and Relationships,"textarea#bulkSkillsText","TEXTAREA element missing label",""
critical,1.3.1,Forms,Info and Relationships,"input#bulkCsvFile","INPUT element missing label",""
